Feature name,Overall Accuracy,Overall Hallucination Rate,Easy Accuracy,Easy Hallucination Rate,Medium Accuracy,Medium Hallucination Rate,Hard Accuracy,Hard Hallucination Rate,Model,Experiment
Threaded Feature,0.1111111111111111,0.6666666666666666,0.0,0.0,0.25,0.5,0.0,1.0,MiniCPM,Exp_4a_Multi_View_Few_Shot
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.02,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
Chamfer / Bevel (Sharp Edge),0.6666666666666666,0.9047619047619048,0.3333333333333333,0.9393939393939394,1.0,0.782608695652174,0.0,1.0,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
Draft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
Fillet / Round (Concave / Convex),0.028037383177570093,0.0,0.0,0.0,0.0,0.0,0.04477611940298507,0.0,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
"Freeform Features (Depression, Protrusion)",0.16666666666666666,0.9666666666666667,0.0,1.0,0.0,1.0,0.2,0.9090909090909091,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
Gear Teeth,0.75,0.0,1.0,0.0,0.0,0.0,0.5,0.0,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
Hole (Through / Blind Hole),0.523696682464455,0.11075949367088607,0.9130434782608695,0.3048780487804878,0.6890756302521008,0.09009009009009009,0.377431906614786,0.0,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
Neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
Pipe / Tube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
Pocket (Blind / Through / Circular End Pocket),0.12,0.38461538461538464,0.0,0.0,0.3157894736842105,0.2727272727272727,0.0,1.0,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
Sheet Metal Features,0.125,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
Slot (Through / Blind / T-Slot / Dovetail),0.023529411764705882,0.0,0.125,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
Step (Through / Blind Step),0.5,0.6388888888888888,0.6666666666666666,0.6666666666666666,0.2727272727272727,0.6666666666666666,0.7,0.6111111111111112,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
Threaded Feature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_4b_Multi_View_Chain_of_Thougths
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.5,0.6212121212121212,0.5714285714285714,0.6363636363636364,0.5714285714285714,0.5862068965517241,0.4090909090909091,0.6538461538461539,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Chamfer / Bevel (Sharp Edge),0.6666666666666666,0.9310344827586207,0.5,0.9347826086956522,0.8333333333333334,0.8627450980392157,0.0,1.0,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Draft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Fillet / Round (Concave / Convex),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
"Freeform Features (Depression, Protrusion)",0.3333333333333333,0.9607843137254902,0.0,1.0,0.0,1.0,0.4,0.9047619047619048,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Gear Teeth,0.75,0.0,1.0,0.0,0.0,0.0,0.5,0.0,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Hole (Through / Blind Hole),0.4052132701421801,0.09767441860465116,0.7391304347826086,0.23636363636363636,0.5462184873949579,0.09876543209876543,0.2801556420233463,0.0,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Pipe / Tube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Pocket (Blind / Through / Circular End Pocket),0.42,0.7469879518072289,0.3684210526315789,0.65,0.5789473684210527,0.6333333333333333,0.25,0.9090909090909091,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Sheet Metal Features,0.125,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Slot (Through / Blind / T-Slot / Dovetail),0.23529411764705882,0.4918032786885246,0.1875,0.4166666666666667,0.5384615384615384,0.45714285714285713,0.06976744186046512,0.6428571428571429,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Step (Through / Blind Step),0.8333333333333334,0.7850467289719626,1.0,0.918918918918919,0.8181818181818182,0.717948717948718,0.8,0.7096774193548387,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Threaded Feature,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,MiniCPM,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.22,0.56,0.14285714285714285,0.875,0.3333333333333333,0.3,0.13636363636363635,0.5714285714285714,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
Chamfer / Bevel (Sharp Edge),0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
Draft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
Fillet / Round (Concave / Convex),0.009345794392523364,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
"Freeform Features (Depression, Protrusion)",0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
Gear Teeth,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
Hole (Through / Blind Hole),0.26066350710900477,0.16666666666666666,0.5,0.39473684210526316,0.31092436974789917,0.1702127659574468,0.19455252918287938,0.0,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
Neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
Pipe / Tube,0.23076923076923078,0.4,0.0,1.0,0.3333333333333333,0.0,0.2,0.3333333333333333,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
Pocket (Blind / Through / Circular End Pocket),0.04,0.3333333333333333,0.0,0.0,0.10526315789473684,0.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
Sheet Metal Features,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
Slot (Through / Blind / T-Slot / Dovetail),0.07058823529411765,0.25,0.0625,0.0,0.07692307692307693,0.0,0.06976744186046512,0.4,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
Step (Through / Blind Step),0.125,0.0,0.3333333333333333,0.0,0.09090909090909091,0.0,0.1,0.0,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
Threaded Feature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_1_Basic_Prompts
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.32,0.5428571428571428,0.2857142857142857,0.8,0.42857142857142855,0.3076923076923077,0.22727272727272727,0.5833333333333334,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Chamfer / Bevel (Sharp Edge),0.5833333333333334,0.9090909090909091,0.3333333333333333,0.9130434782608695,0.8333333333333334,0.8076923076923077,0.0,1.0,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Draft,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Fillet / Round (Concave / Convex),0.009345794392523364,0.5,0.0,0.0,0.03571428571428571,0.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
"Freeform Features (Depression, Protrusion)",0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Gear Teeth,0.25,0.5,0.0,0.0,0.0,0.0,0.5,0.5,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Gusset,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Hole (Through / Blind Hole),0.2156398104265403,0.13333333333333333,0.41304347826086957,0.36666666666666664,0.33613445378151263,0.06976744186046512,0.1245136186770428,0.0,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Neck,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Pipe / Tube,0.23076923076923078,0.5,0.0,1.0,0.3333333333333333,0.5,0.2,0.3333333333333333,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Pocket (Blind / Through / Circular End Pocket),0.1,0.5454545454545454,0.0,0.0,0.2631578947368421,0.2857142857142857,0.0,1.0,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Rib,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Sheet Metal Features,0.125,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Slot (Through / Blind / T-Slot / Dovetail),0.25882352941176473,0.40540540540540543,0.3125,0.375,0.2692307692307692,0.2222222222222222,0.23255813953488372,0.5,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Step (Through / Blind Step),0.25,0.4,0.3333333333333333,0.6666666666666666,0.2727272727272727,0.4,0.2,0.0,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
Threaded Feature,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_2_Improved_Prompts
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.52,0.5866666666666667,0.5714285714285714,0.75,0.5714285714285714,0.3684210526315789,0.45454545454545453,0.5416666666666666,Llava_v1_6_mistral_7b,Exp_3_Multi_View
Chamfer / Bevel (Sharp Edge),0.4166666666666667,0.9056603773584906,0.16666666666666666,0.9230769230769231,0.6666666666666666,0.7777777777777778,0.0,1.0,Llava_v1_6_mistral_7b,Exp_3_Multi_View
Draft,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_3_Multi_View
Fillet / Round (Concave / Convex),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_3_Multi_View
"Freeform Features (Depression, Protrusion)",0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_3_Multi_View
Gear Teeth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_3_Multi_View
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_3_Multi_View
Hole (Through / Blind Hole),0.32701421800947866,0.19387755102040816,0.6739130434782609,0.3939393939393939,0.37815126050420167,0.1875,0.24124513618677043,0.0,Llava_v1_6_mistral_7b,Exp_3_Multi_View
Neck,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_3_Multi_View
Pipe / Tube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_3_Multi_View
Pocket (Blind / Through / Circular End Pocket),0.46,0.6101694915254238,0.47368421052631576,0.5,0.5789473684210527,0.45,0.25,0.8571428571428571,Llava_v1_6_mistral_7b,Exp_3_Multi_View
Sheet Metal Features,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_3_Multi_View
Slot (Through / Blind / T-Slot / Dovetail),0.29411764705882354,0.5283018867924528,0.4375,0.5333333333333333,0.34615384615384615,0.47058823529411764,0.20930232558139536,0.5714285714285714,Llava_v1_6_mistral_7b,Exp_3_Multi_View
Step (Through / Blind Step),0.5833333333333334,0.7307692307692307,0.6666666666666666,0.8666666666666667,0.6363636363636364,0.5882352941176471,0.5,0.75,Llava_v1_6_mistral_7b,Exp_3_Multi_View
Threaded Feature,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_3_Multi_View
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Chamfer / Bevel (Sharp Edge),0.4166666666666667,0.8888888888888888,0.3333333333333333,0.8666666666666667,0.5,0.8333333333333334,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Draft,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Fillet / Round (Concave / Convex),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
"Freeform Features (Depression, Protrusion)",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Gear Teeth,0.25,0.5,0.0,0.0,0.0,0.0,0.5,0.5,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Gusset,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Hole (Through / Blind Hole),0.12559241706161137,0.3111111111111111,0.17391304347826086,0.6666666666666666,0.18487394957983194,0.2222222222222222,0.08949416342412451,0.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Neck,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Pipe / Tube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Pocket (Blind / Through / Circular End Pocket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Rib,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Sheet Metal Features,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Slot (Through / Blind / T-Slot / Dovetail),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Step (Through / Blind Step),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
Threaded Feature,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4a_Multi_View_Few_Shot
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.22,0.5853658536585366,0.7142857142857143,0.47619047619047616,0.047619047619047616,0.8571428571428571,0.22727272727272727,0.6153846153846154,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Chamfer / Bevel (Sharp Edge),0.5,0.9090909090909091,0.5,0.85,0.5,0.875,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Draft,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Fillet / Round (Concave / Convex),0.3644859813084112,0.5411764705882353,0.16666666666666666,0.9130434782608695,0.5,0.48148148148148145,0.34328358208955223,0.34285714285714286,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
"Freeform Features (Depression, Protrusion)",0.16666666666666666,0.9,0.0,0.0,0.0,1.0,0.2,0.875,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Gear Teeth,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Gusset,0.08333333333333333,0.9,0.0,0.0,0.0,1.0,0.09090909090909091,0.875,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Hole (Through / Blind Hole),0.25355450236966826,0.11347517730496454,0.45652173913043476,0.2631578947368421,0.35294117647058826,0.10909090909090909,0.17120622568093385,0.0,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Neck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Pipe / Tube,0.23076923076923078,0.7272727272727273,0.0,0.0,0.0,1.0,0.3,0.625,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Pocket (Blind / Through / Circular End Pocket),0.38,0.6545454545454545,0.2631578947368421,0.5833333333333334,0.5789473684210527,0.45,0.25,0.8695652173913043,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Rib,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Sheet Metal Features,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Slot (Through / Blind / T-Slot / Dovetail),0.2823529411764706,0.52,0.4375,0.5,0.38461538461538464,0.375,0.16279069767441862,0.65,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Step (Through / Blind Step),0.20833333333333334,0.375,0.0,0.0,0.36363636363636365,0.2,0.1,0.6666666666666666,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
Threaded Feature,0.2222222222222222,0.875,0.0,1.0,0.25,0.75,0.3333333333333333,0.9090909090909091,Llava_v1_6_mistral_7b,Exp_4b_Multi_View_Chain_of_Thougths
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.02,0.9090909090909091,0.14285714285714285,0.6666666666666666,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Chamfer / Bevel (Sharp Edge),0.5,0.9090909090909091,0.3333333333333333,0.9166666666666666,0.6666666666666666,0.8148148148148148,0.0,1.0,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Draft,1.0,0.9777777777777777,0.0,1.0,1.0,0.9166666666666666,0.0,1.0,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Fillet / Round (Concave / Convex),0.056074766355140186,0.7333333333333333,0.0,1.0,0.07142857142857142,0.5,0.05970149253731343,0.7142857142857143,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
"Freeform Features (Depression, Protrusion)",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Gear Teeth,0.5,0.9555555555555556,0.0,1.0,0.0,1.0,1.0,0.8888888888888888,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Gusset,0.3333333333333333,0.9111111111111111,0.0,1.0,1.0,0.9166666666666666,0.2727272727272727,0.8333333333333334,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Hole (Through / Blind Hole),0.12559241706161137,0.3111111111111111,0.17391304347826086,0.6666666666666666,0.18487394957983194,0.2222222222222222,0.08949416342412451,0.0,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Neck,1.0,0.9777777777777777,1.0,0.9333333333333333,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Pipe / Tube,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Pocket (Blind / Through / Circular End Pocket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Rib,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Sheet Metal Features,0.125,0.9777777777777777,0.0,1.0,0.0,1.0,0.16666666666666666,0.9444444444444444,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Slot (Through / Blind / T-Slot / Dovetail),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Step (Through / Blind Step),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Threaded Feature,0.5555555555555556,0.8809523809523809,1.0,0.8666666666666667,0.25,0.9090909090909091,0.6666666666666666,0.875,Llava_v1_6_mistral_7b,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
